63,4
61,2
58,5
56,4
54,8
54,2
53,2
52,6
51,5
51,5
51,5
50,5
50,5
50,5
50,5
50,5
49,9
50,5
49,9
49,4
49,9
49,4
49,9
49,9
49,9
49,4
49,4
49,9
50,5
49,4
49,9
49,9
49,4
49,9
49,4
50,5
49,4
49,9
50,5
50,5
49,9
50,5
49,9
50,5
49,9
49,9
50,5
49,9
49,4
50,5
49,9
49,9
49,9
50,5
50,5
50,5
50,5
49,9
49,4
50,5
50,5
50,5
50,5
49,4
49,9
49,9
49,4
50,5
49,9
49,9
50,5
49,9
49,9
49,9
49,9
49,9
49,9
49,4
49,9
49,9
49,9
49,9
50,5
49,9
50,5
49,4
50,5
49,4
49,9
50,5
49,9
49,9
50,5
50,5
50,5
49,9
49,9
49,9
49,4
50,5
50,5
49,9
49,9
49,9
49,4
49,9
49,9
50,5
49,9
50,5
50,5
49,9
50,5
50,5
49,4
49,9
50,5
50,5
49,4
49,9
50,5
50,5
49,4
49,4
49,9
49,9
49,9
49,9
49,9
49,9
50,5
49,9
49,9
49,4
49,9
49,9
49,4
49,9
49,9
50,5
49,9
49,4
49,9
49,9
49,9
49,9
49,9
50,5
50,5
49,4
50,5
49,9
50,5
50,5
49,9
50,5
50,5
49,4
49,4
49,9
49,9
50,5
49,4
49,9
49,9
50,5
49,9
49,9
50,5
49,9
50,5
50,5
49,9
49,9
49,4
49,9
49,9
50,5
50,5
49,9
49,9
49,9
49,9
50,5
50,5
50,5
50,5
51,0
49,4
50,5
49,9
50,5
49,9
49,9
50,5
49,9
50,5
49,9
50,5
50,5
49,9
50,5
50,5
50,5
50,5
50,5
50,5
49,9
50,5
50,5
49,9
50,5
50,5
50,5
49,9
50,5
49,9
50,5
50,5
50,5
50,5
49,9
50,5
50,5
50,5
49,9
49,9
50,5
49,9
50,5
50,5
49,9
50,5
50,5
49,9
50,5
50,5
50,5
50,5
50,5
50,5
49,9
50,5
50,5
49,9
50,5
49,9
49,9
49,4
50,5
49,4
49,4
50,5
49,9
50,5
49,9
50,5
50,5
50,5
50,5
49,9
50,5
50,5
49,4
50,5
49,9
49,4
50,5
50,5
49,9
49,4
50,5
49,9
50,5
50,5
50,5
50,5
50,5
49,9
50,5
50,5
49,9
49,9
49,9
49,9
49,9
50,5
50,5
50,5
49,9
51,0
50,5
50,5
50,5
50,5
50,5
50,5
50,5
49,9
50,5
50,5
50,5
50,5
50,5
49,9
50,5
50,5
50,5
49,9
50,5
50,5
50,5
49,9
50,5
50,5
50,5
49,9
50,5
49,4
50,5
49,9
49,9
49,9
49,4
49,9
50,5
50,5
49,9
50,5
49,9
49,9
49,4
49,9
49,9
50,5
49,9
49,9
50,5
50,5
50,5
50,5
49,9
50,5
49,9
50,5
49,9
50,5
49,9
49,9
49,9
49,9
50,5
50,5
50,5
49,9
49,9
49,9
49,9
50,5
50,5
49,4
49,9
50,5
49,9
50,5
50,5
50,5
50,5
50,5
50,5
50,5
50,5
50,5
50,5
51,0
50,5
49,9
50,5
49,9
50,5
