49,4
49,4
49,4
48,3
47,8
47,2
46,7
46,7
46,2
45,6
45,6
45,6
45,1
45,6
45,6
46,2
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
44,5
45,1
45,1
45,1
45,1
45,1
45,1
45,6
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,6
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,6
45,1
45,1
45,1
45,1
45,6
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,6
45,1
45,6
45,6
45,1
45,1
45,6
45,6
45,6
45,6
45,1
45,6
45,6
45,6
45,6
45,1
45,1
46,2
45,6
46,2
45,1
45,6
45,1
45,1
45,6
45,6
45,1
45,6
45,1
45,6
45,6
45,6
45,6
45,6
46,2
45,6
45,1
45,6
45,6
45,1
45,1
45,6
45,1
45,6
45,1
45,1
45,6
45,6
45,1
45,1
45,6
45,6
45,1
46,2
45,6
45,1
45,6
45,6
45,6
45,6
45,6
45,6
46,2
45,6
46,2
45,1
45,6
45,1
45,1
45,1
45,1
45,1
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
46,2
45,6
45,6
46,2
45,6
45,6
46,2
45,6
45,6
45,1
46,2
46,2
45,6
46,2
45,6
46,2
45,6
45,6
45,6
45,6
45,1
46,2
45,1
45,6
46,2
46,2
45,6
46,2
45,6
46,2
46,2
46,2
46,2
46,2
45,6
45,6
46,7
45,6
46,2
45,6
45,6
46,2
45,6
45,6
46,2
45,6
46,2
46,2
45,6
45,6
45,6
46,2
46,2
45,6
45,6
45,6
45,1
46,2
45,6
45,6
45,6
46,2
45,6
45,6
45,1
46,2
46,2
45,6
45,1
45,6
46,2
46,2
45,6
46,2
45,6
46,2
45,6
45,1
45,6
46,2
46,2
45,1
46,2
45,6
45,6
45,6
46,2
45,6
45,1
45,6
45,6
45,6
46,2
45,1
45,6
45,1
45,1
46,2
45,6
46,2
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
46,2
45,6
46,2
45,1
46,2
45,6
46,2
45,6
45,6
45,6
45,1
45,6
46,2
45,1
45,6
