0	0.401424	0.362564	0.427239	0.422948
0.333993	0.378566	0.402702	0.417329	0.436037
0.407860	0.355484	0.362939	0.346291	0.368326
0.334488	0.343485	0.336907	0.326827	0.334488
0.353134	0.307061	0.299610	0.310089	0.304895
0.373188	0.296201	0.290331	0.306730	0.332365
0.311830	0.277591	0.281472	0.281871	0.283232
0.289872	0.267046	0.270168	0.232007	0.323985
0.251919	0.258602	0.264365	0.272833	0.251919
0.251238	0.203370	0.247354	0.11994	0.303418

